Company_IRI;Company Name;Industry_IRI;Industry;Address_IRI;Full Address;Street_IRI;Street;Norm_Street_IRI;Normalized Street;House Number;Part of House;House Floor;Building_IRI;Building;BuildPart_IRI;BuildingPart;BuildPartFloor_IRI;BuildingPartFloor;Owner_Address_IRI;Full Owner Address;Owner_Street_IRI;Owner Street;Norm_Owner_Street_IRI;Normalized Owner Street;Owner Number;Street_Coordinates
company_2422;Vollrath E. Co.;industry_166;Gesellschaftsfirma;address_17432;Tcllstraße 5;street_253;Tcllstraße;street_245;Willstraße;5;Vorderhaus;;;;;;;;address_17433;Theresienstr. 9;street_297;Theresienstraße;street_297;Theresienstraße;9.0;
company_2527;Gebr Held;industry_166;Gesellschaftsfirma;address_17483;Wassergasse 10;street_268;Wassergasse;;;10;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2528;Gebr Held (zum Müllersgarten);industry_166;Gesellschaftsfirma;address_17483;Wassergasse 10;street_268;Wassergasse;;;10;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2628;Fleischauers Söhne Wöhrd.  (zum goldenen Schwan);industry_166;Gesellschaftsfirma;address_17548;Witschelstraße 7;street_274;Witschelstraße;;;7;Vorderhaus;1.0;;;;;;;address_17070;Hauptstraße 8;street_89;Hauptstraße;;;8.0;
company_2698;Julius;industry_166;Gesellschaftsfirma;address_16227;Altcrstraße 19;street_0;Altcrstraße;;;19;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2702;Ernst;industry_166;Gesellschaftsfirma;address_16206;Altcrstraße 10;street_0;Altcrstraße;;;10;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_439;Köhnlein Gebr. Co. Brot;industry_167;Teigwarenfabrik;address_16469;Ernststraße 27;street_75;Ernststraße;street_76;Troststraße;27;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_442;Köhnlein Gebrüder Co. Brot;industry_167;Teigwarenfabrik;address_16470;Ernststraße 31;street_75;Ernststraße;street_76;Troststraße;31;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_440;Beck Inhaberin;industry_168;Kolonialw.-Geschäft;address_16469;Ernststraße 27;street_75;Ernststraße;street_76;Troststraße;27;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_441;Köhnlein Gebr. Co. Brot;industry_169;Teigroarenfabrik;address_16470;Ernststraße 31;street_75;Ernststraße;street_76;Troststraße;31;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_33;Beith,H Gevekvht. Delikatessenhandlung;industry_17;Delikatessenhandlung;address_16204;Altcrstraße 8;street_0;Altcrstraße;;;8;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_643;Pretzfelder. Kolonialwaren und Delikatessenhandlung;industry_17;Delikatessenhandlung;address_16570;Friedenstraße 46;street_90;Friedenstraße;;;46;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_1862;König. Delikatessenhandlung;industry_17;Delikatessenhandlung;address_17166;Pfründnerstraße 24;street_218;Pfründnerstraße;;;24;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_1952;Gasthuber;industry_17;Delikatessenhandlung;address_17208;Pfründnerstraße 45;street_218;Pfründnerstraße;;;45;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2287;H Velten. Delikatessenhandlung;industry_17;Delikatessenhandlung;address_17372;Sperberstraße 18;street_246;Sperberstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_2594;Ralser Heller Delikatessenhandlung;industry_17;Delikatessenhandlung;address_17527;Winklerstraße 1;street_3;Winklerstraße;street_3;Winklerstraße;1;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:53.0, WIDTH:322.0, VPOS:2363.0, HPOS:3671.0
company_443;Kießling F.;industry_170;Buch- und Kunsthandlung;address_16470;Ernststraße 31;street_75;Ernststraße;street_76;Troststraße;31;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_445;Effekt Popp Glasu. Ferdinandstraße. .;industry_171;Porz.-Malerei;address_16471;Ernststraße 48;street_75;Ernststraße;street_76;Troststraße;48;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_447;Mayer H.;industry_172;Schuhwarenhdlg.;address_16462;Ernststraße 16;street_75;Ernststraße;street_76;Troststraße;16;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_449;Danner,Erste Eberh. Ermanns;industry_173;NürnbergerSenffabrik;address_16472;Ernststraße 8;street_75;Ernststraße;street_76;Troststraße;8;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_455;Krais K. Apo1hekiv.;industry_174;Glockenhofapotheke;address_16476;Feucrweg 25;street_82;Feucrweg;;;25;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;
company_465;Schmitt Al. Sohn Kunst- u. Banschlosserei Eisenwaren- Gas;industry_175;Wasserleitungsgeschäft;address_16482;Feucrweg 7;street_82;Feucrweg;;;7;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_467;Moßinann Äebr. Agent.- u.;industry_176;Kommiss.-Gesch.;address_16473;Feucrweg 9;street_82;Feucrweg;;;9;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_469;Hennighaußcn Fz.;industry_177;enturgeschäft;address_16483;Feucrweg 87;street_82;Feucrweg;;;87;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_473;Gruber K.;industry_178;Schmelztiegelfabrik;address_16485;Feucrweg 43;street_82;Feucrweg;;;43;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_476;Gießberger F. Wollen;industry_179;Schnitt- u. Modewarcnhandlung;address_16486;Feucrweg 1;street_82;Feucrweg;;;1;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_37;Bauer Notenbank Nürnberg;industry_18;Notenbank;address_16225;Altcrstraße 28;street_0;Altcrstraße;;;28;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_38;Kassier d. B. Notenbank Nürnberg;industry_18;Notenbank;address_16225;Altcrstraße 28;street_0;Altcrstraße;;;28;Vorderhaus;5.0;;;;;;;address_16205;;;;;;;
company_477;Müller G. Ou.;industry_180;Kaffechdlg.;address_16486;Feucrweg 1;street_82;Feucrweg;;;1;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_483;Tafeldeckerver Noris;industry_181;Filiale;address_16488;Feucrweg 4;street_82;Feucrweg;;;4;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_541;Korhammer Photograph;industry_181;Filiale;address_16521;Friedenstraße 7;street_90;Friedenstraße;;;7;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_602;Käser G. Melkermeister;industry_181;Filiale;address_16552;Friedenstraße 138;street_90;Friedenstraße;;;138;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_1627;Göimer,Expedition d. GeneralLHrzeiger;industry_181;Filiale;address_17020;Maicngasse 21;street_182;Maicngasse;street_183;Maiengasse;21;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2179;Käser G. Metzgermeister;industry_181;Filiale;address_17330;Lchweppermannstraße 6;street_241;Lchweppermannstraße;;;6;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2334;d. Generalanz.;industry_181;Filiale;address_17360;Sperberstraße 10;street_246;Sperberstraße;;;10;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_2568;Kokosky. Herreukleider magaziu;industry_181;Filiale;address_17505;Wassergasse 91;street_268;Wassergasse;;;91;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_484;Quehl K. u. Handlg.;industry_182;Spielwarenfabrik;address_16488;Feucrweg 4;street_82;Feucrweg;;;4;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_843;Pollak Gebr.;industry_182;Spielwarenfabrik;address_16672;Himpfelsliofstraße 32;street_127;Himpfelsliofstraße;street_128;Himpfelshofstraße;32;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1705;Heinemann S. u. A. Metallw.;industry_182;Spielwarenfabrik;address_17067;Gibitzenhofstraße 8;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;8;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_2031;Staudt K.;industry_182;Spielwarenfabrik;address_17256;Noritzerstraße 4;street_228;Noritzerstraße;;;4;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2202;Pabst G. H;industry_182;Spielwarenfabrik;address_17344;Sielstraße 16;street_244;Sielstraße;street_245;Willstraße;16;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2660;Fischer Gutmann;industry_182;Spielwarenfabrik;address_17568;Wünzelbürgstraße 29;street_276;Wünzelbürgstraße;;;29;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_485;Cohn K.;industry_183;Damenhütegeschäft;address_16488;Feucrweg 4;street_82;Feucrweg;;;4;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_488;Lewarrdowski Gebr.;industry_184;Korsettengeschäft;address_16478;Feucrweg 10;street_82;Feucrweg;;;10;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1084;Neinauer S.;industry_184;Korsettengeschäft;address_16790;Karlsbrücke 51;street_153;Karlsbrücke;street_153;Karlsbrücke;51;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_489;norm. Zimmermann  in Chemnitz;industry_185;Werkzeugmaschinenfabrik;address_16488;Feucrweg 4;street_82;Feucrweg;;;4;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_494;H  ri . G.  h e Maschine;industry_186;bauanstalt;address_16491;Feucrweg 36;street_82;Feucrweg;;;36;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_497;Schaff Holzhandlung (Comptoirgeb.);industry_187;Holzhandlung;address_16494;Feucrweg 220;street_82;Feucrweg;;;220;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1193;Schäff Holzhandlung;industry_187;Holzhandlung;address_16819;Kobeinerstraße 51;street_160;Kobeinerstraße;;;51;Vorderhaus;;;;;;;;address_16820;Glockenhofstraße 7;street_322;Glockenhofstraße;street_323;Glockendonstraße;7.0;
company_2501;Fa C. Fr. Schultheiß Holzhandlung (j (Comptoirgeb. m. Lagerh.);industry_187;Holzhandlung;address_17443;Troststraße 8;street_257;Troststraße;street_258;Ernststraße;8;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2694;Ellinger. Holzhandlung;industry_187;Holzhandlung;address_17587;Zwngstraße 12;street_278;Zwngstraße;street_279;Zweigstraße;12;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_498;Zeltner. G. (zum Franklin);industry_188;Bierbrauercifirma;address_16495;Feucrweg 2;street_82;Feucrweg;;;2;Vorderhaus;1.0;;;;;;;address_16496;Schlotfeger-gasse 10;street_306;Schlotfeger-gasse;street_250;Schlotfegergasse;10.0;
company_499;Freilinger,Friedrich.;industry_189;Hopfenkommissionsgeschäft;address_16497;Feucrweg 16;street_82;Feucrweg;;;16;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_43;Schmidt E. Kolonialmareuhandlung u.;industry_19;Kolonialmareuhandlung;address_16230;Altcrstraße 88;street_0;Altcrstraße;;;88;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_506;Studtrucker Heizer und Hausmeister  Maisch H. (Trinkhalle);industry_190;Mineralwasserfabrik;address_16504;Franzstraße 37;street_88;Franzstraße;;;37;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;
company_749;Purckhauer A. Or.;industry_190;Mineralwasserfabrik;address_16622;Halle 29;street_117;Halle;;;29;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_912;H-HrGutmann A.;industry_190;Mineralwasserfabrik;address_16710;Jahnstraße 6;street_141;Jahnstraße;street_142;Jahnstraße;6;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_508;Ruff H.;industry_191;Bau-u. Nutzholzhandlung;address_16505;Franzstraße 49;street_88;Franzstraße;;;49;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_514;P. Sekretariatsgehilfe;industry_192;Möhrenschlager;address_16511;Friedenstraße 9;street_90;Friedenstraße;;;9;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_721;J. Büttn.;industry_192;Möhrenschlager;address_16613;Habichtstraße 10;street_114;Habichtstraße;;;10;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_2131;A. Schriftsetzer;industry_192;Möhrenschlager;address_17292;Schinausengasse 32;street_234;Schinausengasse;street_84;Schmausengasse;32;Vorderhaus;3.0;;;;;;;address_16205;;;;;;;
company_515;Ruppert CH.;industry_193;Feingoldschlager;address_16512;Friedenstraße 20;street_90;Friedenstraße;;;20;Hinterhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_517;Hermann B. kfm.;industry_194;Agenticrgeschäft;address_16513;Friedenstraße 17;street_90;Friedenstraße;;;17;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_518;Ullmanri Hartwig Samenhandlung .;industry_195;Samenhandlung;address_16512;Friedenstraße 20;street_90;Friedenstraße;;;20;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_2605;Pfanil F. Samenhandlung;industry_195;Samenhandlung;address_17533;Winklerstraße 10;street_3;Winklerstraße;street_3;Winklerstraße;10;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:53.0, WIDTH:322.0, VPOS:2363.0, HPOS:3671.0
company_526;Dinkloh Th.;industry_196;Fleischerutensilienhdlg.;address_16519;Friedenstraße 18;street_90;Friedenstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_527;Nachfolger Käse;industry_197;Cigrrenhdlg.;address_16519;Friedenstraße 18;street_90;Friedenstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_528;Köbler Friedrich Wein;industry_198;Spirituosen- u. Zigarrenhdlg.;address_16519;Friedenstraße 18;street_90;Friedenstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_530;Bader. und Neparaturwerkstätte;industry_199;Schuhlager;address_16519;Friedenstraße 18;street_90;Friedenstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_1534;Fränkischen Kurier Schönstein. Kaufm.;industry_199;Schuhlager;address_16967;Lilienstraße 10;street_177;Lilienstraße;;;10;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-340.jpg, HEIGHT:50.0, WIDTH:271.0, VPOS:3442.0, HPOS:1382.0
company_2;Z tzm ann. Kam chr.   Brauhaus Nürnberg  (zum Kaiser Franz);industry_2;Brauhaus;address_16207;Altcrstraße 21;street_0;Altcrstraße;;;21;Vorderhaus;1.0;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_293;Brauhaus Nürnberg;industry_2;Brauhaus;address_16383;Breite Gasse 71;street_37;Breite Gasse;street_37;Breite Gasse;71;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_295;Brauhaus Nürnberg (zum Jägerheim);industry_2;Brauhaus;address_16361;Breite Gasse 73;street_37;Breite Gasse;street_37;Breite Gasse;73;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_309;Brauhaus Nürnb. 14 mch Lenz E. Erzgietzerei  besitzer  (zum Tiefen Keller) Gutmann. Mechaniker  Schaller. Wirt  Lenz Ch. Kgl. Professorl;industry_2;Brauhaus;address_16358;Breite Gasse 64;street_37;Breite Gasse;street_37;Breite Gasse;64;Vorderhaus;1.0;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_402;Brauhaus Nürnberg Akt. (z. Gibitzenhof. Bierhalle);industry_2;Brauhaus;address_16447;Engelsgasse 1;street_71;Engelsgasse;street_71;Engelsgasse;1;Vorderhaus;;;;;;;;address_16448;Schillerstr. 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_505;Brauhaus Nürnberg A. G.  (zum tiefen Keller);industry_2;Brauhaus;address_16503;Franzstraße 17;street_88;Franzstraße;;;17;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_938;Brauhaus Nürnberg A-G.;industry_2;Brauhaus;address_16726;Jahnstraße 195;street_141;Jahnstraße;street_142;Jahnstraße;195;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_1773;Brauhaus Nürnberg;industry_2;Brauhaus;address_17108;Neudörferstraße 30;street_201;Neudörferstraße;;;30;Vorderhaus;;;;;;;;address_17108;Neudörferstraße 30;street_201;Neudörferstraße;;;30.0;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1851;Brauhaus Niirnb;industry_2;Brauhaus;address_17157;Pfälzerstraße 16;street_217;Pfälzerstraße;;;16;Vorderhaus;1.0;;;;;;;address_17158;Pfälzerstraße 18;street_217;Pfälzerstraße;;;18.0;
company_1969;Brauhaus Nürnberg  (zur Nordendhalle);industry_2;Brauhaus;address_17219;Ritterplatz 49;street_227;Ritterplatz;;;49;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;Page:F_23_92.jpg\F_23_92-077.jpg, HEIGHT:52.0, WIDTH:243.0, VPOS:811.0, HPOS:2720.0
company_2054;Martin P. Bureaudiener  Brauhaus Nürnberg (zum Bürgerkeller);industry_2;Brauhaus;address_17243;Noritzerstraße 37;street_228;Noritzerstraße;;;37;Vorderhaus;0.0;;;;;;;address_17261;Schillerstraße 24;street_283;Schillerstraße;street_53;Schieferstraße;24.0;
company_2093;Brauhaus Nürnbg;industry_2;Brauhaus;address_17268;Schillorplatz 14;street_233;Schillorplatz;;;14;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2676;Brauhaus Nürnbg.;industry_2;Brauhaus;address_17580;Wünzelbürgstraße 8;street_276;Wünzelbürgstraße;;;8;Vorderhaus;;;;;;;;address_16448;Schillerstr. 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2711;Brauhaus Nürnberg  (zu den 3 goldenen Eichen);industry_2;Brauhaus;address_17597;Bleiweisstraße 19;street_32;Bleiweisstraße;;;19;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2737;Brauhaus Nürnbg. (zur Epheuranke);industry_2;Brauhaus;address_16574;Friedenstraße 31;street_90;Friedenstraße;;;31;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_2739;Brauhaus Nürnbg.;industry_2;Brauhaus;address_17613;Vioothcstraße 16;street_106;Vioothcstraße;;;16;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2757;Brauhaus Nürnb. (z. Leistlein) Schillerfti.;industry_2;Brauhaus;address_16808;Karlsbrücke 14;street_153;Karlsbrücke;street_153;Karlsbrücke;14;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_2766;Brauhaus Nürnberg A-G.  (z. Burgunder Hof);industry_2;Brauhaus;address_16873;Areuzgasse 24;street_163;Areuzgasse;;;24;Vorderhaus;;;;;;;;address_16873;Areuzgasse 24;street_163;Areuzgasse;;;24.0;
company_2768;Brauhaus Nürnb.;industry_2;Brauhaus;address_17627;Lange Gasse 28;street_173;Lange Gasse;street_173;Lange Gasse;28;Vorderhaus;;;;;;;;address_17628;Schillcrstraße 14;street_350;Schillcrstraße;;;14.0;
company_2769;Brauhaus Nürnb. (z. goldnen Rose);industry_2;Brauhaus;address_16898;Lange Gasse 22;street_173;Lange Gasse;street_173;Lange Gasse;22;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2771;Brauhaus Nürnberg (zum Schlüsselloch);industry_2;Brauhaus;address_17629;Lcdergasse 27;street_175;Lcdergasse;;;27;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2777;Brauhaus Nürnberg;industry_2;Brauhaus;address_17049;Gibitzenhofstraße 9;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;9;Vorderhaus;;;;;;;;address_17628;Schillcrstraße 14;street_350;Schillcrstraße;;;14.0;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_2781;Brauhaus Nürnbg;industry_2;Brauhaus;address_17142;Ottostraße 22;street_211;Ottostraße;street_211;Ottostraße;22;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_2785;Brauhaus Nürnb. (zur Bcfreiungshalle);industry_2;Brauhaus;address_17635;Pfründnerstraße 29;street_218;Pfründnerstraße;;;29;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2786;Brauhaus Nürnberg;industry_2;Brauhaus;address_17199;Pfründnerstraße 42;street_218;Pfründnerstraße;;;42;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2787;Brauhaus Nürnb.;industry_2;Brauhaus;address_17216;Ritterplatz 19;street_227;Ritterplatz;;;19;Vorderhaus;;;;;;;;address_17628;Schillcrstraße 14;street_350;Schillcrstraße;;;14.0;Page:F_23_92.jpg\F_23_92-077.jpg, HEIGHT:52.0, WIDTH:243.0, VPOS:811.0, HPOS:2720.0
company_2790;Brauhaus Nürnbg.;industry_2;Brauhaus;address_17637;Noritzerstraße 28;street_228;Noritzerstraße;;;28;Vorderhaus;;;;;;;;address_16448;Schillerstr. 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2791;Brauhaus Nürnbg.;industry_2;Brauhaus;address_17283;Schillorplatz 28;street_233;Schillorplatz;;;28;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2792;Brauhaus Nürnberg;industry_2;Brauhaus;address_17270;Schillorplatz 8;street_233;Schillorplatz;;;8;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2795;Brauhaus Nürnberg (Sechs Aentter);industry_2;Brauhaus;address_17640;Schulgasse 43;street_238;Schulgasse;street_209;Schildgasse;43;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;Page:F_23_92.jpg\F_23_92-076.jpg, HEIGHT:57.0, WIDTH:240.0, VPOS:3974.0, HPOS:2378.0
company_2802;Brauhaus Nürnberg;industry_2;Brauhaus;address_17371;Sperberstraße 4;street_246;Sperberstraße;;;4;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_2805;Brauhaus Nürnbg.;industry_2;Brauhaus;address_17458;Troststraße 1;street_257;Troststraße;street_258;Ernststraße;1;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2807;Brauhaus Nürnbg;industry_2;Brauhaus;address_17498;Wassergasse 15;street_268;Wassergasse;;;15;Vorderhaus;;;;;;;;address_16208;Schillerstraße 14;street_283;Schillerstraße;street_53;Schieferstraße;14.0;
company_2808;Brauhaus Nürnbg;industry_2;Brauhaus;address_17644;Winklerstraße 3;street_3;Winklerstraße;street_3;Winklerstraße;3;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:53.0, WIDTH:322.0, VPOS:2363.0, HPOS:3671.0
company_47;H. Körper;industry_20;Firma;address_16211;Altcrstraße 1;street_0;Altcrstraße;;;1;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_325;Wolff Maienthau (Lagerhaus);industry_20;Firma;address_16394;Breite Gasse 15;street_37;Breite Gasse;street_37;Breite Gasse;15;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_336;Neu. Gesellsch.-;industry_20;Firma;address_16401;Cramergasse 40;street_49;Cramergasse;;;40;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_338;Humbser. Gesellschafts;industry_20;Firma;address_16402;Cramergasse 19;street_49;Cramergasse;;;19;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
